model,layer,head,label,rel_depth,locality_score,match_entropy,delta_collapse,mean_distance,bos_mass,local_mass,long_range_mass,mean_max_attn,mean_entropy_ss,vq_ratio_atlas,mean_output_norm,wq_norm,wk_norm,wv_norm,wo_norm,vq_ratio_weight,ov_norm,ov_eff_rank,ov_sv1,ov_sv2,ov_sv3,qk_eff_rank,qk_sv1,qk_sv2,qk_sv3,head_dim,is_gqa,gqa_group_size,gqa_within_group_rank
GPT-2,22,14,local,0.9166666666666666,,1.64022,-0.33457,68.8736,0.1686,0.0194,0.6321,0.2772,3.1374,1.2272,41.8245,25.756925582885742,24.924598693847656,31.60883331298828,32.748756408691406,1.2271974468097866,127.19148254394531,62.254554748535156,42.86404,22.285454,20.377768,49.090187072753906,6.4537373,5.771996,4.693701,64,0,1,0
GPT-2,22,15,local,0.9166666666666666,,1.17571,-0.27643,80.9735,0.3544,0.0224,0.688,0.3868,2.676,1.2949,41.8245,25.016679763793945,24.42756462097168,32.39352035522461,32.34432601928711,1.2948768845858474,127.06385040283203,62.83693313598633,29.6023,20.324715,19.708776,50.03425979614258,7.306487,6.865815,6.300503,64,0,1,0
GPT-2,23,0,local,0.9583333333333334,,1.33615,-0.26556,71.6297,0.1936,0.031,0.6569,0.2504,3.2975,1.4438,89.8237,25.493846893310547,24.800445556640625,36.80747985839844,37.23297882080078,1.4437789640940806,170.52618408203125,62.747047424316406,37.696148,35.045666,30.138466,48.65961837768555,9.285826,8.179843,7.1806912,64,0,1,0
GPT-2,23,1,local,0.9583333333333334,,1.32838,-0.36595,71.1594,0.2727,0.0242,0.6499,0.2782,3.406,1.0779,89.8237,26.059104919433594,25.425607681274414,28.088470458984375,33.900245666503906,1.077875489040159,115.15167999267578,58.58498764038086,51.042656,32.429314,25.928162,52.36465835571289,7.8697124,7.476891,6.8445897,64,0,1,0
GPT-2,23,2,local,0.9583333333333334,,1.36803,0.20314,109.7671,0.8855,0.0026,0.85,0.888,0.6326,1.0228,89.8237,26.276920318603516,25.177751541137695,26.8756103515625,36.561824798583984,1.0227838736693242,136.7333984375,51.46012878417969,78.95043,57.98296,36.048,49.06332778930664,9.042049,8.578702,7.924028,64,0,1,0
GPT-2,23,3,local,0.9583333333333334,,1.76912,-0.23649,71.9966,0.1983,0.028,0.6425,0.2486,3.4166,1.2046,89.8237,27.297786712646484,26.58627700805664,32.8829460144043,33.018192291259766,1.2046011773976213,136.3172149658203,62.26358413696289,44.593826,27.799355,20.268715,54.652587890625,7.5223637,5.927199,5.649434,64,0,1,0
GPT-2,23,4,retrieval,0.9583333333333334,,1.01566,0.88793,67.0769,0.1352,0.0221,0.6226,0.1655,3.4746,1.2071,89.8237,25.530487060546875,25.06839370727539,30.8186092376709,33.31034851074219,1.2071297020139788,208.83831787109375,44.68125534057617,177.72954,39.637306,29.145824,48.459964752197266,12.425624,8.466841,8.090922,64,0,1,0
GPT-2,23,5,local,0.9583333333333334,,2.04399,0.29685,62.1713,0.0,0.0392,0.6014,0.0861,3.9908,1.2693,89.8237,22.857044219970703,22.067720413208008,29.01325798034668,48.84676742553711,1.2693355143004839,372.0015869140625,22.6622257232666,318.9982,153.9402,66.48154,41.298213958740234,17.370573,11.695727,8.696671,64,0,1,0
GPT-2,23,6,local,0.9583333333333334,,2.25722,-0.23294,48.2928,0.0035,0.0368,0.4848,0.2031,3.3408,1.1769,89.8237,26.87883186340332,26.305395126342773,31.632543563842773,47.5385627746582,1.1768570793774211,437.0757141113281,26.658187866210938,425.77753,25.580269,23.952868,49.501609802246094,10.018781,9.123143,7.8590665,64,0,1,0
GPT-2,23,7,local,0.9583333333333334,,1.35696,-0.23641,76.6308,0.2689,0.0224,0.6916,0.2987,3.1373,1.1873,89.8237,25.290332794189453,24.550296783447266,30.026966094970703,32.53034591674805,1.1872902717147449,137.16668701171875,56.60954284667969,84.46139,34.75792,23.254374,49.07575225830078,9.249892,8.858369,7.66302,64,0,1,0
GPT-2,23,8,sink,0.9583333333333334,,1.88204,-0.1883,43.3648,0.0572,0.0375,0.4444,0.2211,3.0272,1.0478,89.8237,27.711503982543945,26.510704040527344,29.034914016723633,35.77721405029297,1.047756701874149,131.20460510253906,56.42128372192383,71.717476,36.82446,34.539715,49.441017150878906,13.661682,10.472521,9.535393,64,0,1,0
GPT-2,23,9,local,0.9583333333333334,0.05850587098393589,1.3478,-0.49614,75.9123,0.2281,0.0224,0.6936,0.3205,2.9527,1.3,89.8237,24.555490493774414,23.72469711303711,31.92148208618164,31.24174690246582,1.299973303089728,124.63558197021484,62.5294303894043,29.293528,27.43966,24.963465,47.34181213378906,9.076996,8.604895,7.4722834,64,0,1,0
GPT-2,23,10,local,0.9583333333333334,,1.55183,-0.36644,70.6833,0.21,0.0204,0.6543,0.227,3.4379,1.3109,89.8237,24.905521392822266,23.856094360351562,32.64848327636719,33.044315338134766,1.3108933863065049,135.52810668945312,62.103736877441406,40.074394,25.520428,24.221354,48.256160736083984,9.898281,9.26946,8.2676935,64,0,1,0
GPT-2,23,11,local,0.9583333333333334,,1.90223,-0.38244,39.1615,0.0561,0.0413,0.41,0.2658,2.7988,0.9454,89.8237,28.889039993286133,28.28150177001953,27.312442779541016,28.274383544921875,0.9454257665151744,96.04680633544922,62.356849670410156,26.926958,20.257055,17.606861,49.12580871582031,15.065843,12.86414,11.057427,64,0,1,0
GPT-2,23,12,local,0.9583333333333334,,1.52829,-0.46118,67.9195,0.1812,0.0307,0.6309,0.2392,3.3376,1.2926,89.8237,26.20521354675293,25.558433532714844,33.87351989746094,33.26935958862305,1.2926252189101848,141.62066650390625,62.62088394165039,30.436176,26.297026,24.354673,48.83089828491211,9.3401575,9.266873,8.255198,64,0,1,0
GPT-2,23,13,local,0.9583333333333334,,1.69908,-0.42665,49.0193,0.114,0.0344,0.4799,0.2106,3.0081,1.13,89.8237,28.927465438842773,28.356943130493164,32.68828582763672,32.04206848144531,1.1300086382176753,128.5211944580078,63.38169479370117,28.87345,21.91423,20.083921,47.33424377441406,20.488512,15.165456,12.986075,64,0,1,0
GPT-2,23,14,local,0.9583333333333334,,1.31704,-0.26171,68.424,0.184,0.0262,0.6071,0.2147,3.4713,1.3217,89.8237,26.060100555419922,25.427967071533203,34.44361114501953,34.70119857788086,1.3216990882966762,150.41087341308594,62.6859245300293,32.117504,28.44363,25.255184,47.767608642578125,10.234939,9.874351,8.164325,64,0,1,0
GPT-2,23,15,local,0.9583333333333334,,1.09257,0.24253,86.7007,0.4074,0.0138,0.7362,0.4082,3.1044,1.3323,89.8237,22.454105377197266,21.64713478088379,29.915571212768555,42.775062561035156,1.3322985133554808,200.5555419921875,46.24542999267578,145.98203,74.083824,49.56803,32.0888671875,39.732376,11.713562,8.177006,64,0,1,0
Qwen-0.5B,0,0,local,0.0,,2.17659,-0.03655,6.2195,0.0015,0.4793,0.0152,0.2169,2.6108,0.1644,0.1188,13.783470153808594,13.996307373046875,2.2664682865142822,3.4960503578186035,0.1644337936109548,1.044161081314087,48.14146041870117,0.44937137,0.3738265,0.3234939,9.541348457336426,42.67171,20.722296,11.007922,64,1,7,0
Qwen-0.5B,0,1,sink,0.0,0.9999464427431424,0.00761,-0.00081,0.2043,0.0,0.0006,0.0036,0.9957,0.033,0.0693,0.1188,32.715087890625,13.996307373046875,2.2664682865142822,4.052224159240723,0.06927899121321644,1.2760918140411377,51.131465911865234,0.5194775,0.34582683,0.27285832,3.1153368949890137,97.19594,15.03367,7.605143,64,1,7,1
Qwen-0.5B,0,2,local,0.0,,2.23059,-0.14172,38.1315,0.0007,0.0401,0.376,0.1059,3.7817,0.1455,0.1188,15.579638481140137,13.996307373046875,2.2664682865142822,2.9441356658935547,0.14547630801945757,0.8427225947380066,51.69430923461914,0.44261536,0.20252815,0.18628785,6.61801815032959,70.81043,21.751417,10.512105,64,1,7,2
Qwen-0.5B,0,3,local,0.0,,2.42947,-0.18037,68.1777,0.0142,0.0275,0.6246,0.0903,4.3422,0.2311,0.1188,9.805920600891113,13.996307373046875,2.2664682865142822,2.681565046310425,0.2311326369813851,0.7671835422515869,51.2373046875,0.3889756,0.2474904,0.17119873,8.015986442565918,31.823418,9.771759,6.6663327,64,1,7,3
Qwen-0.5B,0,4,local,0.0,0.3680818933934565,1.62416,-0.04527,44.3319,0.0237,0.0218,0.1296,0.5022,1.2956,0.1574,0.1188,14.402714729309082,13.996307373046875,2.2664682865142822,2.0246129035949707,0.1573639643019473,0.36196208000183105,52.23020935058594,0.10867083,0.10632548,0.096967526,10.156097412109375,40.67246,17.58672,10.247649,64,1,7,4
Qwen-0.5B,0,5,local,0.0,,1.01396,0.26883,40.5005,0.0061,0.0072,0.1322,0.7058,0.6729,0.1579,0.1188,14.35230827331543,13.996307373046875,2.2664682865142822,1.9138882160186768,0.1579166391463359,0.29924362897872925,51.36146926879883,0.09181439,0.08177709,0.07554477,11.422187805175781,25.411083,14.366096,9.558103,64,1,7,5
Qwen-0.5B,0,6,local,0.0,,1.46087,-0.06141,19.038,0.0011,0.4525,0.1509,0.2868,2.8947,0.2561,0.1188,8.851456642150879,13.996307373046875,2.2664682865142822,2.9803075790405273,0.25605596662147584,0.8122969269752502,54.07439041137695,0.37179038,0.1958895,0.17989938,8.729530334472656,22.087492,9.156335,6.0499616,64,1,7,6
Qwen-0.5B,0,7,local,0.0,,0.24631,0.22043,50.405,0.0,0.0042,0.4151,0.8008,0.5255,0.1817,0.1188,17.66352653503418,23.871002197265625,3.209628105163574,2.064297676086426,0.18170936017772862,0.7042105793952942,52.50277328491211,0.17995927,0.17132571,0.16246507,12.014505386352539,46.890972,36.479942,24.245777,64,1,7,0
Qwen-0.5B,0,8,local,0.0,,1.73829,-0.09811,87.7943,0.0254,0.0166,0.7502,0.1936,3.2441,0.4635,0.1188,6.924203395843506,23.871002197265625,3.209628105163574,3.189795970916748,0.4635375250660317,1.3210967779159546,50.97415542602539,0.57732606,0.40602523,0.3486894,10.52137565612793,24.277763,8.6399145,6.9270487,64,1,7,1
Qwen-0.5B,0,9,local,0.0,,2.01811,0.02331,15.714,0.0018,0.3976,0.123,0.1724,3.079,0.1871,0.1188,17.157236099243164,23.871002197265625,3.209628105163574,3.125838279724121,0.18707139580045587,1.1452362537384033,54.96796417236328,0.3196036,0.29120973,0.271158,10.64640998840332,59.04898,34.553314,26.375511,64,1,7,2
Qwen-0.5B,0,10,local,0.0,,2.40241,-0.12354,60.8758,0.0261,0.036,0.5863,0.115,3.9922,0.2792,0.1188,11.495473861694336,23.871002197265625,3.209628105163574,3.271209955215454,0.27920798601078484,1.3454962968826294,48.14632797241211,0.51753956,0.48804536,0.38305032,8.623459815979004,49.323666,21.455769,20.282879,64,1,7,3
Qwen-0.5B,0,11,local,0.0,,0.90037,-8e-05,3.6984,0.0002,0.7073,0.0209,0.6006,1.2883,0.1735,0.1188,18.50284194946289,23.871002197265625,3.209628105163574,5.297815799713135,0.1734667633183005,2.3746752738952637,51.97147750854492,0.6124987,0.5859476,0.5650627,11.667035102844238,50.634636,28.09984,17.352434,64,1,7,4
Qwen-0.5B,0,12,local,0.0,,2.02656,0.03027,36.7098,0.0038,0.1577,0.367,0.1924,3.2009,0.1966,0.1188,16.326854705810547,23.871002197265625,3.209628105163574,2.843696117401123,0.19658581906906458,1.1114089488983154,47.75114440917969,0.38130677,0.36135045,0.33626768,8.933475494384766,65.13888,40.31917,30.51918,64,1,7,5
Qwen-0.5B,0,13,local,0.0,,0.96688,-0.03005,2.316,0.0,0.9144,0.0111,0.8247,0.6811,0.2294,0.1188,13.993233680725098,23.871002197265625,3.209628105163574,3.483536720275879,0.22937000684726858,1.4430700540542603,57.321537017822266,0.36684713,0.33157462,0.307116,10.892522811889648,47.922188,27.030653,19.255304,64,1,7,6
Qwen-0.5B,1,0,local,0.041666666666666664,,1.08653,-0.05735,29.005,0.009,0.2493,0.2445,0.3478,2.4659,0.3829,0.791,8.15571403503418,10.825263977050781,3.123009204864502,4.2731828689575195,0.3829228429845298,1.6717015504837036,62.20945739746094,0.29243025,0.29172897,0.2808277,45.618446350097656,1.2639694,1.1757637,1.0266217,64,1,7,0
Qwen-0.5B,1,1,local,0.041666666666666664,,2.0569,-0.13374,61.6577,0.0937,0.0515,0.5867,0.1462,3.6726,0.4978,0.791,6.27381706237793,10.825263977050781,3.123009204864502,3.956402540206909,0.4977845502687175,1.5382806062698364,62.051456451416016,0.33769554,0.3066364,0.27929726,45.06180953979492,0.96646976,0.7663443,0.68058294,64,1,7,1
Qwen-0.5B,1,2,local,0.041666666666666664,0.42831082362681633,1.82362,-0.09233,29.2061,0.0127,0.084,0.2571,0.2819,2.7416,0.4161,0.791,7.50565242767334,10.825263977050781,3.123009204864502,4.025671482086182,0.4160876399431382,1.5652198791503906,62.60639953613281,0.27822852,0.2673264,0.26496366,45.74811553955078,1.1909231,1.0888736,0.90542734,64,1,7,2
Qwen-0.5B,1,3,local,0.041666666666666664,,2.33117,-0.22153,64.9936,0.0062,0.0227,0.613,0.2808,2.4559,0.4693,0.791,6.654775142669678,10.825263977050781,3.123009204864502,3.077937364578247,0.4692884639842517,1.2051011323928833,53.34261703491211,0.41673946,0.3368546,0.32311642,36.608154296875,1.666767,1.3996714,1.1294514,64,1,7,3
Qwen-0.5B,1,4,local,0.041666666666666664,,1.28556,-0.04022,44.8625,0.0409,0.1669,0.4046,0.1642,3.6203,0.3981,0.791,7.844625473022461,10.825263977050781,3.123009204864502,4.052455902099609,0.3981081334735586,1.5815376043319702,62.8529052734375,0.27614835,0.2662525,0.26334852,46.08047866821289,0.9878773,0.9583695,0.8347345,64,1,7,4
Qwen-0.5B,1,5,local,0.041666666666666664,,2.4211,-0.09293,62.9395,0.0435,0.0188,0.6399,0.1695,3.5373,0.4559,0.791,6.850428104400635,10.825263977050781,3.123009204864502,3.556703567504883,0.4558852610770211,1.3562941551208496,57.95327377319336,0.30950177,0.29594728,0.28689677,40.271209716796875,1.4974148,1.2548184,1.1538429,64,1,7,5
Qwen-0.5B,1,6,local,0.041666666666666664,,1.62804,-0.01742,45.9178,0.0455,0.133,0.4293,0.1531,3.4973,0.4187,0.791,7.458196640014648,10.825263977050781,3.123009204864502,3.683501958847046,0.4187351655638231,1.4418309926986694,60.43130111694336,0.36499012,0.3191376,0.31482577,45.06513214111328,1.2259884,0.90212363,0.89327437,64,1,7,6
Qwen-0.5B,1,7,local,0.041666666666666664,,2.51252,-0.16194,60.8157,0.0957,0.0392,0.5949,0.1484,3.8149,0.3281,0.791,7.6618757247924805,8.696249961853027,2.5141966342926025,3.3931162357330322,0.32814375025123116,1.0704864263534546,57.5960693359375,0.27794734,0.26851338,0.24750386,33.23265075683594,2.245795,1.9353467,1.6653397,64,1,7,0
Qwen-0.5B,1,8,local,0.041666666666666664,,1.67237,-0.01964,5.3665,0.0008,0.5731,0.0144,0.2445,2.3152,0.5011,0.791,5.017441272735596,8.696249961853027,2.5141966342926025,3.152325391769409,0.5010913925299055,0.9518333673477173,57.52997970581055,0.27190593,0.23713125,0.22426882,38.90839767456055,1.1266997,0.8084978,0.71883476,64,1,7,1
Qwen-0.5B,1,9,local,0.041666666666666664,,0.60393,-0.01328,6.0839,0.0005,0.5346,0.0491,0.5111,1.5385,0.4147,0.791,6.062629699707031,8.696249961853027,2.5141966342926025,3.7460379600524902,0.4147039748137154,1.130728840827942,58.645301818847656,0.28076047,0.2559657,0.23837513,40.115081787109375,1.2192717,0.8707344,0.7410991,64,1,7,2
Qwen-0.5B,1,10,local,0.041666666666666664,,2.42708,-0.05306,15.9504,0.0056,0.1063,0.0965,0.1318,3.4132,0.5127,0.791,4.903955936431885,8.696249961853027,2.5141966342926025,3.336411952972412,0.5126874439498773,1.0299277305603027,57.57454299926758,0.38063788,0.25599214,0.25121978,38.69953536987305,1.0900717,0.79620403,0.7092008,64,1,7,3
Qwen-0.5B,1,11,local,0.041666666666666664,,1.98486,0.08495,31.2659,0.0195,0.1122,0.3174,0.1786,3.4449,0.3003,0.791,8.371588706970215,8.696249961853027,2.5141966342926025,3.811697006225586,0.30032491111262705,1.1859309673309326,59.718544006347656,0.26471794,0.25123712,0.23071311,37.527748107910156,1.98153,1.5938528,1.3758293,64,1,7,4
Qwen-0.5B,1,12,local,0.041666666666666664,,2.33796,-0.06679,67.3454,0.0889,0.033,0.62,0.175,3.6014,0.3819,0.791,6.583356857299805,8.696249961853027,2.5141966342926025,3.101808547973633,0.3819019215864641,1.012582540512085,53.63616180419922,0.294304,0.27636692,0.2647781,31.969388961791992,1.9991033,1.7648842,1.3291664,64,1,7,5
Qwen-0.5B,1,13,local,0.041666666666666664,,2.46519,-0.01683,64.9264,0.0147,0.0443,0.6114,0.0727,4.18,0.3641,0.791,6.904443740844727,8.696249961853027,2.5141966342926025,3.579665184020996,0.36414180905247523,1.1623661518096924,52.74006271362305,0.36975548,0.31972304,0.3059145,30.022144317626953,2.3430932,2.0547721,1.7285881,64,1,7,6
Qwen-0.5B,2,0,local,0.08333333333333333,,1.2532,-0.03161,14.8469,0.0029,0.3654,0.134,0.4477,2.2569,0.5543,0.4239,5.1148362159729,7.095554828643799,2.8349452018737793,3.8068039417266846,0.5542592337600366,1.3755851984024048,58.32887268066406,0.3594365,0.32308137,0.28787777,41.81270980834961,0.6746179,0.5205524,0.43401834,64,1,7,0
Qwen-0.5B,2,1,local,0.08333333333333333,,2.52567,-0.11679,13.6319,0.0113,0.2043,0.088,0.1332,3.4385,1.1988,0.4239,2.3648900985717773,7.095554828643799,2.8349452018737793,3.456271171569824,1.198764037104592,1.2692793607711792,53.359256744384766,0.5068653,0.38041982,0.35570413,36.06780242919922,0.4583566,0.28270286,0.23353122,64,1,7,1
Qwen-0.5B,2,2,retrieval,0.08333333333333333,,1.0357,0.57719,46.2164,0.0299,0.0049,0.5054,0.3479,2.4765,0.3283,0.4239,8.635892868041992,7.095554828643799,2.8349452018737793,2.2575278282165527,0.3282747071081042,0.7362038493156433,55.321449279785156,0.281691,0.24859469,0.24067865,40.60133361816406,1.9646813,1.8581713,1.7809894,64,1,7,2
Qwen-0.5B,2,3,local,0.08333333333333333,,1.33925,-0.00384,3.6753,0.0006,0.6219,0.0153,0.4703,1.6571,0.5128,0.4239,5.528868198394775,7.095554828643799,2.8349452018737793,3.86919903755188,0.5127532616343342,1.3309712409973145,60.15467071533203,0.30308542,0.2774991,0.27118033,43.090694427490234,0.663855,0.46531922,0.43275192,64,1,7,3
Qwen-0.5B,2,4,local,0.08333333333333333,,1.84315,0.0048,12.2893,0.0023,0.2388,0.0433,0.2147,2.7704,0.4326,0.4239,6.553290843963623,7.095554828643799,2.8349452018737793,3.216418504714966,0.43259871557275315,1.0916894674301147,60.186485290527344,0.2871286,0.26123798,0.22891645,46.41273498535156,0.98319644,0.9296231,0.91654426,64,1,7,4
Qwen-0.5B,2,5,local,0.08333333333333333,,2.31962,-0.05304,62.1122,0.005,0.0449,0.5817,0.115,4.0299,0.577,0.4239,4.91340446472168,7.095554828643799,2.8349452018737793,3.802788734436035,0.5769818508181349,1.2786824703216553,59.30321502685547,0.4468766,0.30844015,0.3012152,40.19252395629883,0.7107852,0.42182532,0.3953005,64,1,7,5
Qwen-0.5B,2,6,local,0.08333333333333333,0.4985845293849706,1.57246,0.03606,14.979,0.0102,0.1844,0.0867,0.2239,2.8803,0.4867,0.4239,5.824912071228027,7.095554828643799,2.8349452018737793,3.8400776386260986,0.4866932182335278,1.3939820528030396,57.60384750366211,0.33284438,0.32509184,0.2994861,41.202606201171875,0.7205416,0.612716,0.5356813,64,1,7,6
Qwen-0.5B,2,7,local,0.08333333333333333,,1.1956,-0.0247,44.8183,0.0417,0.1159,0.4253,0.1567,3.1857,0.3503,0.4239,7.561158180236816,10.465473175048828,2.6484007835388184,3.8244986534118652,0.350263904075013,1.2800400257110596,60.16453552246094,0.28434476,0.2744296,0.25599888,47.598262786865234,0.67016065,0.6543431,0.616931,64,1,7,0
Qwen-0.5B,2,8,local,0.08333333333333333,,1.00717,-0.02342,28.018,0.0265,0.1332,0.2652,0.2679,2.7239,0.3979,0.4239,6.656719207763672,10.465473175048828,2.6484007835388184,3.6425766944885254,0.3978537626237283,1.1786818504333496,61.8685188293457,0.30436993,0.2164724,0.20272285,46.3569221496582,1.0163645,0.8453458,0.67857486,64,1,7,1
Qwen-0.5B,2,9,local,0.08333333333333333,,1.32324,-0.02541,40.314,0.0374,0.1632,0.3804,0.2226,2.8054,0.2979,0.4239,8.889056205749512,10.465473175048828,2.6484007835388184,3.631784200668335,0.2979394799895082,1.1892012357711792,60.175697326660156,0.5414196,0.20763013,0.1822944,47.519718170166016,0.8116857,0.72449374,0.6977205,64,1,7,2
Qwen-0.5B,2,10,local,0.08333333333333333,,1.75779,-0.014,41.6645,0.0641,0.0871,0.4196,0.2037,3.1528,0.4266,0.4239,6.208381652832031,10.465473175048828,2.6484007835388184,3.5795602798461914,0.4265847255589209,1.217809796333313,59.4284553527832,0.3479679,0.29693526,0.27581462,46.4035758972168,0.76207864,0.6447583,0.56928885,64,1,7,3
Qwen-0.5B,2,11,local,0.08333333333333333,,1.6138,-0.01034,52.7163,0.0542,0.1161,0.4608,0.1593,3.0995,0.4989,0.4239,5.308236122131348,10.465473175048828,2.6484007835388184,3.682285785675049,0.49892294212318145,1.2141573429107666,62.40515899658203,0.2616964,0.20839915,0.2069446,47.346431732177734,0.7269455,0.5798941,0.5109937,64,1,7,4
Qwen-0.5B,2,12,local,0.08333333333333333,,1.76499,-0.01834,32.6848,0.0264,0.1372,0.2953,0.3223,2.6444,0.5309,0.4239,4.988404750823975,10.465473175048828,2.6484007835388184,4.219229698181152,0.5309113666249375,1.3728379011154175,62.62948226928711,0.27032295,0.24321339,0.23134126,47.79947280883789,0.6494611,0.62204546,0.51930624,64,1,7,5
Qwen-0.5B,2,13,local,0.08333333333333333,,1.81129,-0.10142,54.8326,0.0396,0.0428,0.5222,0.1253,3.5093,0.4614,0.4239,5.740445613861084,10.465473175048828,2.6484007835388184,4.467757701873779,0.46135804808313735,1.4826384782791138,61.981842041015625,0.34171227,0.32132882,0.29718325,45.97681427001953,0.83600193,0.6710003,0.60925657,64,1,7,6
Qwen-0.5B,3,0,local,0.125,,0.71966,-0.48197,99.874,0.4882,0.0001,0.8499,0.518,1.4338,0.6154,0.5342,5.9236016273498535,6.355175971984863,3.645509719848633,3.0768280029296875,0.6154211490212879,1.3413949012756348,54.51429748535156,0.35788715,0.34281945,0.31094068,33.823387145996094,1.7564617,1.6042411,1.5343397,64,1,7,0
